订单号,订单类型,币种,法币,总价,价格,数量,汇率,交易方,状态,创建时间
20278611921461202944,购买,USDT,CNY,5000.0000000000000000,6.2800000000000000,796.1700000000000000,"",小掌柜,已完成,2021-10-05 07:51:02
20278654750730235904,购买,USDT,CNY,4738.2400000000000000,6.2900000000000000,753.2900000000000000,"",鼎盛商行,已完成,2021-10-05 10:41:14
20278872016750223360,购买,USDT,CNY,6963.6600000000000000,6.2900000000000000,1107.1000000000000000,"",蛋蛋商行,已完成,2021-10-06 01:04:34
20278883795294105600,购买,USDT,CNY,7948.6000000000000000,6.2900000000000000,1263.6800000000000000,"",仙仙商行,已取消,2021-10-06 01:51:22
20278889042798714880,购买,USDT,CNY,7848.8000000000000000,6.2900000000000000,1247.8200000000000000,"",鼎盛商行,已完成,2021-10-06 02:12:13
20283272085376380928,购买,USDT,CNY,8140.4700000000000000,6.1600000000000000,1321.5000000000000000,"",薄荷商行,已取消,2021-10-18 04:28:52
20283274027875323904,购买,USDT,CNY,8140.4700000000000000,6.1600000000000000,1321.5000000000000000,"",买必牛-专业安全usdt,已完成,2021-10-18 04:36:35
20283562255423066112,购买,USDT,CNY,6961.1100000000000000,6.1700000000000000,1128.2100000000000000,"",秒批秒兑,已完成,2021-10-18 23:41:54
20285429913004662784,购买,USDT,CNY,6892.4800000000000000,6.2300000000000000,1106.3300000000000000,"",熊猫的生活,已完成,2021-10-24 03:23:18
20285846844628389888,购买,USDT,CNY,5493.3200000000000000,6.2400000000000000,880.3300000000000000,"",川渝财富通,已完成,2021-10-25 07:00:02
20287012426106228736,购买,USDT,CNY,5741.2500000000000000,6.3400000000000000,905.5500000000000000,"",一品商行,已取消,2021-10-28 12:11:39
20287406502821216256,购买,USDT,CNY,6000.0000000000000000,6.2900000000000000,953.8900000000000000,"",买必牛-专业安全usdt,已完成,2021-10-29 14:17:34
20288365132150427648,购买,USDT,CNY,3558.8300000000000000,6.2800000000000000,566.6900000000000000,"",羊羊币行,已完成,2021-11-01 05:46:49
20288638721356152832,购买,USDT,CNY,4976.0800000000000000,6.2800000000000000,792.3600000000000000,"",❤币圈刘德华❤,已完成,2021-11-01 23:53:58
20289013054136664064,购买,USDT,CNY,2027.9800000000000000,6.2900000000000000,322.4100000000000000,"",金氏资本✨资金安全,已完成,2021-11-03 00:41:25
20289137896801304576,出售,USDT,CNY,992.9000000000000000,6.1900000000000000,160.4000000000000000,"",湖南超音速-25h,已取消,2021-11-03 08:57:31
