订单号,订单类型,币种,法币,总价,价格,数量,汇率,交易方,状态,创建时间
20332230130462679040,购买,USDT,CNY,10177.7000000000000000,6.3400000000000000,1605.3100000000000000,"",币圈薰衣草,系统已取消,2022-03-02 06:50:39
20332640751100944384,购买,USDT,CNY,10177.7000000000000000,6.3400000000000000,1605.3100000000000000,"",铁文金服闻鸡起舞,已完成,2022-03-03 10:02:19
